MS,MS Name,CCI,Ver,Title,Fund,Priority,TO,To short,Category of region,EAFRD MEASURE,EAFRD FA,EU Amount,National Amount,Total Amount,EU co-financing,TO long
GR,Greece,2014GR16M2OP005,1.4,WESTERN GREECE OP,ERDF,1,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,42222659,10555665,52778324,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP006,1.4,WESTERN MACEDONIA OP,ERDF,3,3,Competitiveness of SMEs,Transition,n.a.,n.a.,24864749,6216188,31080937,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP007,1.4,CONTINENTAL GREECE OP,ERDF,3,3,Competitiveness of SMEs,Transition,n.a.,n.a.,8311547,8311547,16623094,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP008,1.5,PELOPONNESUS OP,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,25500000,6375000,31875000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP009,1.4,IONIAN ISLANDS OP,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,11379824,2844956,14224780,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP010,1.4,NORTH AEGEAN OP,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,22000000,5500000,27500000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP011,1.4,CRETE OP,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,24138603,6034651,30173254,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP012,1.4,ATTICA OP,ERDF,3,3,Competitiveness of SMEs,More developed,n.a.,n.a.,105639332,26409833,132049165,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP013,1.4,SOUTH AEGEAN OP,ERDF,1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,6714661,6714661,13429322,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP014,1.4,EASTERN  MACEDONIA-THRACE OP,ERDF,1,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,41819318,10454830,52274148,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,305046000,53831647.05,358877647.05,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2C+,18144000,3201882.35,21345882.35,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,67800000,11964705.88,79764705.88,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,45200000,5022222.22,50222222.22,90%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M08,FA_2C+,36705085.72,6477368.07,43182453.79,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M18,FA_2A,111900000,27975000,139875000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,6000000,1058823.53,7058823.53,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,73710000,13007647.06,86717647.06,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M05,FA_3B,100400000,17717647.06,118117647.06,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M09,FA_3A,8000000,888888.89,8888888.89,90%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR06RDNP001,1.4,Croatia - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M17,FA_3B,48172367.48,8501006.02,56673373.5,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR14MFOP001,1.2,European Maritime and Fisheries Fund - Operational Programme for the Republic of Croatia,EMFF,,3,Competitiveness of SMEs,n.a.,n.a.,n.a.,143654447,55084233.76,198738680.76,72.28%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HR,Croatia,2014HR16M1OP001,1.2,Competitiveness and Cohesion OP,ERDF,3,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,970000000,171176480,1141176480,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,311105243,57715547.59,368820790.59,84.35%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2B,105337011,19740074.53,125077085.53,84.22%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,37350000,7917702.56,45267702.56,82.51%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,108867861,12852455.8,121720316.8,89.44%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,27705216,5873136.94,33578352.94,82.51%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,319287290,67684652.68,386971942.68,82.51%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M05,FA_3B,17344524,3676807.94,21021331.94,82.51%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M09,FA_3A,75258409,8884673.22,84143082.22,89.44%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M14,FA_3A,112724205,5069386.78,117793591.78,95.7%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU06RDNP001,1.3,Hungary - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M17,FA_3B,78641932,16671041.76,95312973.76,82.51%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU14MFOP001,1,European Maritime and Fisheries Fund - Operational Programme for Hungary,EMFF,,3,Competitiveness of SMEs,n.a.,n.a.,n.a.,18872430,6143952.77,25016382.77,75.44%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU16M0OP001,1.6,Economic Development and Innovation Operational Programme,ERDF,1,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,1344675091,237295605,1581970696,85%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU16M0OP001,1.6,Economic Development and Innovation Operational Programme,ERDF,8,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,688565308,36240280,724805588,95%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
HU,Hungary,2014HU16M2OP002,1.4,Competitive Central-Hungary OP,ERDF,1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,38195501,38195501,76391002,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IE,Ireland,2014IE06RDNP001,1.4,Ireland - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,82310000,72991886.79,155301886.79,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IE,Ireland,2014IE06RDNP001,1.4,Ireland - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2B,63600000,56400000,120000000,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IE,Ireland,2014IE06RDNP001,1.4,Ireland - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3B,13250000,11750000,25000000,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IE,Ireland,2014IE14MFOP001,1,European Maritime and Fisheries Fund - Operational Programme for Ireland,EMFF,,3,Competitiveness of SMEs,n.a.,n.a.,n.a.,36381587,22518872.06,58900459.06,61.77%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IE,Ireland,2014IE16RFOP001,1.2,"Border, Midland and Western Regional Operational Programme 2014-2020",ERDF,3,3,Competitiveness of SMEs,More developed,n.a.,n.a.,29000000,29000000,58000000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IE,Ireland,2014IE16RFOP002,1.2,Southern & Eastern Regional Operational Programme,ERDF,3,3,Competitiveness of SMEs,More developed,n.a.,n.a.,34600000,34600000,69200000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDNP001,1.1,Italy - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M17,FA_3B,715860000,874939999.98,1590799999.98,45%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,24960000,27040000,52000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2B,4800000,5200000,10000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,3360000,3640000,7000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,19200000,20800000,40000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M08,FA_2A,960000,1040000,2000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,3360000,3640000,7000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,21600000,23400000,45000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M05,FA_3B,2880000,3120000,6000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP001,1.1,Italy - Rural Development Programme (Regional) - Abruzzo,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M08,FA_3B,1440000,1560000,3000000,48%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP002,1.3,Italy - Rural Development Programme (Regional) - Bolzano,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,4527600,5972400,10500000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP002,1.3,Italy - Rural Development Programme (Regional) - Bolzano,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,11090850.36,14630045.65,25720896.01,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP002,1.3,Italy - Rural Development Programme (Regional) - Bolzano,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M08,FA_2A,1724800,2275200,4000000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP002,1.3,Italy - Rural Development Programme (Regional) - Bolzano,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,14663612.4,19342909.86,34006522.26,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,23449656,30932663.11,54382319.11,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2B,27063032,35699101.58,62762133.58,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,8453856,11151561.44,19605417.44,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,27391733,36132694.18,63524427.18,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M08,FA_2A,4295541,5666288.78,9961829.78,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,3477960,4587809.94,8065769.94,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,82361727,108644133.39,191005860.39,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M05,FA_3B,17180095,22662425.87,39842520.87,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M08,FA_3B,4295024,5665606.8,9960630.8,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP003,1.4,Italy - Rural Development Programme (Regional) - Emilia-Romagna,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M14,FA_3A,4527600,5972400,10500000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP004,1.3,Italy - Rural Development Programme (Regional) - Friuli-Venezia Giulia,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,33978560,44821440,78800000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP004,1.3,Italy - Rural Development Programme (Regional) - Friuli-Venezia Giulia,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,3018400,3981600,7000000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP004,1.3,Italy - Rural Development Programme (Regional) - Friuli-Venezia Giulia,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,4958800,6541200,11500000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP004,1.3,Italy - Rural Development Programme (Regional) - Friuli-Venezia Giulia,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,1466080,1933920,3400000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP004,1.3,Italy - Rural Development Programme (Regional) - Friuli-Venezia Giulia,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,5519360,7280640,12800000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP004,1.3,Italy - Rural Development Programme (Regional) - Friuli-Venezia Giulia,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M09,FA_3A,431200,568800,1000000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
IT,Italy,2014IT06RDRP004,1.3,Italy - Rural Development Programme (Regional) - Friuli-Venezia Giulia,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M14,FA_3A,431200,568800,1000000,43.12%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
